Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
19/11/2025 18:25:08,Manish Rastogi,100048,JNV VARANASI,8 th,10,2-3 Hrs,Hindi,Maths,"English, Economics","Chemistry, Biology","Physics, Business Studies","Chemistry, Biology",Hindi,Agree,School only,Very poor,Neutral,"The physics teacher is knowledgeable but often uses very complex language that is difficult for us to understand. I wish the explanations were more simple and included more diagrams and visual aids. Also, connecting physics concepts to everyday life situations would make it much more interesting for students.",Neutral,Insufficient,Agree,Satisfied,Disagree,No concerns,Adequately,Positive,Agree,Poorly,Strongly disagree,Not satisfied,5,Better facilities
19/04/2025 21:57:08,Vivek Kumar,100049,JNV VARANASI,12th,8,2-3 Hrs,Hindi,Maths,"Business Studies, IT/CS","Other, Chemistry","Chemistry, Economics","IT/CS, Hindi",Hindi,Agree,Coaching from existing faculty,Very poor,Strongly disagree,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Strongly agree,Very sufficient,Disagree,Neutral,Neutral,More sports facilities,Very well,Neutral,Strongly disagree,Well,Strongly agree,Extremely dissatisfied,2,Improve labs
14/11/2025 05:49:08,Nitin Kapoor,100050,JNV VARANASI,11th,7,<2 Hrs,Science,Biology,"Chemistry, Hindi","Maths, IT/CS","Business Studies, IT/CS","Science, IT/CS",IT/CS,Strongly agree,Internet materials,Poor,Strongly agree,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Agree,Insufficient,Strongly disagree,Dissatisfied,Strongly agree,Good infrastructure,Adequately,Strongly negative,Neutral,Poorly,Strongly disagree,Somewhat satisfied,4,No suggestions
27/07/2025 14:24:08,Arjun Tripathi,100051,JNV VARANASI,10 th,9,More than 4 Hrs,Science,Not Applicable,"Other, Chemistry","Accountancy, Business Studies","Economics, Hindi","Science, Biology",Economics,Agree,Coaching from existing faculty,Good,Strongly agree,Need more examples,Neutral,Very sufficient,Disagree,Very dissatisfied,Agree,Improve transport,Very well,Positive,Disagree,Very poorly,Strongly disagree,Highly satisfied,4,More field trips
10/12/2025 13:39:08,Ayush Verma,100052,JNV VARANASI,11th,6,2-3 Hrs,Other,Not Applicable,"Business Studies, Science","Economics, Accountancy","Biology, Other","Economics, Chemistry",Maths,Strongly agree,Internet materials,Good,Neutral,Need more practice problems,Disagree,Very insufficient,Strongly agree,Neutral,Strongly agree,Good overall,Poorly,Positive,Neutral,Very well,Disagree,Satisfied,1,More activities
02/08/2025 08:29:08,Pooja Kumar,100053,JNV VARANASI,9 th,5,<2 Hrs,Business Studies,Maths,"Economics, Other","Maths, IT/CS","Accountancy, Maths","Chemistry, English",Other,Disagree,School only,Average,Strongly agree,"I really like how our chemistry teacher conducts experiments and demonstrations in class. It makes learning very engaging. My only suggestion is that we should have more time for individual practice in the lab, as currently we only observe the teacher doing experiments most of the time.",Neutral,Sufficient,Disagree,Satisfied,Neutral,More activities needed,Poorly,Negative,Strongly agree,Well,Agree,Satisfied,3,Improve labs
28/08/2025 13:49:08,Riya Jain,100054,JNV VARANASI,8 th,6,2-3 Hrs,Hindi,Commerce,"Economics, Other","Physics, Biology","Other, Economics","Other, Hindi",Social Science,Agree,Coaching from outside faculty,Poor,Strongly agree,Improve punctuality,Neutral,Insufficient,Strongly agree,Dissatisfied,Agree,More activities needed,Adequately,Strongly negative,Strongly disagree,Very well,Strongly disagree,Highly satisfied,5,Everything good
30/09/2025 05:44:08,Rohit Verma,100055,JNV VARANASI,9 th,10,More than 4 Hrs,Biology,Biology,"Other, Biology","Science, Physics","Physics, Science","Economics, Social Science",Maths,Agree,Online coaching,Good,Strongly agree,Improve punctuality,Disagree,Sufficient,Agree,Dissatisfied,Disagree,Clean washrooms needed,Well,Strongly negative,Agree,Adequately,Strongly disagree,Not satisfied,4,"The school library should have extended hours and a more comfortable reading environment. Currently, it closes early and there are not enough seats for students who want to study there. Creating a quiet, well-lit study space with individual desks would benefit many students."
28/12/2024 02:58:08,Mohit Agarwal,100056,JNV VARANASI,7 th,10,More than 4 Hrs,Other,Commerce,"Chemistry, Other","Other, Accountancy","Physics, Social Science","Accountancy, Physics",Other,Strongly agree,Coaching from existing faculty,Average,Strongly agree,I think the biology teacher should use more visual aids like videos and 3D models to explain complex topics like human anatomy and cell biology. Reading from textbooks alone is not enough for us to truly understand these concepts. More interactive teaching methods would be very helpful.,Neutral,Very sufficient,Strongly agree,Satisfied,Neutral,Good infrastructure,Very poorly,Strongly positive,Disagree,Very poorly,Neutral,Extremely dissatisfied,1,"I strongly suggest that our school should introduce more vocational training and skill development courses alongside regular academics. Subjects like basic coding, financial literacy, communication skills, and practical life skills would prepare us better for the real world. Many students don't want to pursue traditional academic paths and need alternative options."
16/01/2025 12:58:08,Deepak Srivastava,100057,JNV VARANASI,7 th,5,2-3 Hrs,Chemistry,Commerce,"IT/CS, Accountancy","Accountancy, Biology","Other, Social Science","Hindi, Business Studies",Maths,Agree,Online coaching,Excellent,Disagree,Need more practice problems,Strongly disagree,Sufficient,Neutral,Satisfied,Agree,"The school playground and sports facilities are good, but access is limited mostly to students who are part of sports teams. Regular students don't get enough opportunity to use these facilities during breaks or free periods. More open access would encourage physical activity among all students.",Adequately,Positive,Strongly disagree,Very poorly,Strongly agree,Somewhat satisfied,1,Reduce pressure
17/05/2025 07:51:08,Anjali Yadav,100058,JNV VARANASI,10 th,7,3-4 Hrs,Biology,IT/CS,"Science, IT/CS","Social Science, Biology","Other, Hindi","Other, Business Studies",Biology,Neutral,Reference or side books,Very poor,Strongly disagree,Need more examples,Agree,Neutral,Agree,Neutral,Neutral,Career guidance and counseling services in our school need significant improvement. Many students in senior classes are confused about their future options and don't know what courses to pursue. Regular career counseling sessions with professionals from different fields would help us make informed decisions.,Well,Neutral,Strongly disagree,Well,Strongly disagree,Satisfied,4,More activities
20/02/2025 15:18:08,Suresh Mehta,100059,JNV VARANASI,12th,6,3-4 Hrs,Other,IT/CS,"Science, Social Science","Chemistry, Science","Other, Science","Maths, Social Science",Biology,Agree,Coaching from existing faculty,Average,Neutral,"Our English teacher is excellent at teaching grammar and writing skills, but I feel we need more focus on spoken English and communication. Many students in our class struggle with speaking confidently in English. Perhaps we could have regular debates or presentations to improve our speaking abilities.",Strongly disagree,Very insufficient,Strongly agree,Satisfied,Strongly agree,Better canteen food needed,Very well,Strongly positive,Neutral,Adequately,Strongly agree,Extremely dissatisfied,5,"The school should organize more inter-school competitions and exchange programs. Interacting with students from other schools would broaden our perspectives and help develop important social skills. Currently, we are limited to competing only within our school which limits our exposure."
11/09/2025 18:31:08,Kavita Sharma,100060,JNV VARANASI,7 th,7,2-3 Hrs,IT/CS,IT/CS,"Science, Physics","Accountancy, Social Science","Business Studies, Science","English, Chemistry",Other,Neutral,Coaching from existing faculty,Very poor,Neutral,"The physics teacher is knowledgeable but often uses very complex language that is difficult for us to understand. I wish the explanations were more simple and included more diagrams and visual aids. Also, connecting physics concepts to everyday life situations would make it much more interesting for students.",Neutral,Insufficient,Disagree,Very satisfied,Strongly disagree,Improve transport,Very poorly,Negative,Strongly disagree,Well,Strongly agree,Not satisfied,4,More sports events
01/12/2025 18:51:08,Manish Rastogi,100061,JNV VARANASI,10 th,10,3-4 Hrs,Social Science,IT/CS,"Economics, English","Science, Chemistry","Economics, Science","Biology, IT/CS",Social Science,Strongly disagree,Internet materials,Excellent,Strongly agree,No concerns,Strongly agree,Sufficient,Strongly disagree,Dissatisfied,Strongly disagree,Good infrastructure,Very poorly,Positive,Agree,Very poorly,Strongly disagree,Satisfied,1,More activities
09/12/2025 03:21:08,Kunal Gupta,100062,JNV VARANASI,12th,5,<2 Hrs,Physics,Not Applicable,"Chemistry, Biology","English, Business Studies","Accountancy, English","English, Hindi",IT/CS,Neutral,Online coaching,Average,Strongly disagree,Need more explanation,Strongly agree,Insufficient,Disagree,Very satisfied,Strongly disagree,Good overall,Very poorly,Neutral,Disagree,Adequately,Disagree,Somewhat satisfied,3,More sports events
10/12/2025 06:10:08,Suresh Saxena,100063,JNV VARANASI,9 th,10,<2 Hrs,Economics,Biology,"Chemistry, IT/CS","Biology, Social Science","English, Biology","Science, Social Science",Chemistry,Disagree,Online coaching,Average,Disagree,Better revision needed,Strongly agree,Insufficient,Disagree,Very dissatisfied,Disagree,"I feel that our school should focus more on environmental awareness and sustainability practices. We could start with basic things like proper waste segregation, reducing plastic usage, and planting more trees in the campus. This would teach students important values while making our school more eco-friendly.",Well,Neutral,Agree,Very well,Neutral,Not satisfied,1,"The school should introduce mental health awareness programs and have a full-time counselor available for students. Academic pressure, family issues, and social problems affect many students but there is no proper support system. Regular sessions on stress management and emotional well-being would help everyone."
24/10/2025 14:57:08,Ramesh Pandey,100064,JNV VARANASI,7 th,9,More than 4 Hrs,Social Science,Maths,"Social Science, Biology","Chemistry, Accountancy","Chemistry, IT/CS","Social Science, Biology",Maths,Strongly disagree,Internet materials,Excellent,Strongly disagree,"Our economics teacher makes the subject very interesting by discussing current events and news. However, sometimes the discussions go off-topic and we don't cover the syllabus properly. I suggest having a better balance between current events and textbook concepts.",Agree,Sufficient,Disagree,Satisfied,Strongly agree,More sports facilities,Very well,Strongly positive,Strongly disagree,Very poorly,Agree,Not satisfied,3,Better career guidance
23/01/2026 05:23:08,Pooja Yadav,100065,JNV VARANASI,11th,6,<2 Hrs,Economics,Biology,"Maths, Hindi","Physics, Accountancy","Maths, Science","IT/CS, Social Science",Other,Agree,Internet materials,Average,Strongly disagree,Better revision needed,Strongly agree,Very sufficient,Neutral,Very satisfied,Disagree,Better canteen food needed,Adequately,Positive,Strongly agree,Well,Disagree,Satisfied,2,Better career guidance
02/10/2025 19:29:08,Sanjay Bansal,100066,JNV VARANASI,8 th,6,<2 Hrs,Accountancy,IT/CS,"Science, Chemistry","Physics, IT/CS","Maths, Science","Other, Maths",Business Studies,Agree,School only,Average,Neutral,"I feel that our mathematics teacher is very good at explaining concepts, but sometimes the pace is too fast for students who are not naturally strong in math. It would be helpful if the teacher could spend more time on difficult topics like trigonometry and algebra. Also, more practice problems during class would really help us understand better.",Strongly agree,Insufficient,Strongly disagree,Neutral,Disagree,Good overall,Adequately,Negative,Agree,Well,Disagree,Somewhat satisfied,2,Improve teaching
